Date,District,Disease,Cases
2022-01,Hyderabad,Dengue,31
2022-01,Hyderabad,Malaria,27
2022-01,Hyderabad,Cholera,19
2022-01,Hyderabad,Typhoid,11
2022-01,Hyderabad,Tuberculosis,4
2022-01,Hyderabad,Hepatitis A,13
2022-01,Ahmedabad,Dengue,8
2022-01,Ahmedabad,Malaria,10
2022-01,Ahmedabad,Cholera,12
2022-01,Ahmedabad,Typhoid,38
2022-01,Ahmedabad,Tuberculosis,22
2022-01,Ahmedabad,Hepatitis A,16
2022-01,Chennai,Dengue,28
2022-01,Chennai,Malaria,9
2022-01,Chennai,Cholera,24
2022-01,Chennai,Typhoid,31
2022-01,Chennai,Tuberculosis,16
2022-01,Chennai,Hepatitis A,8
2022-01,Kolkata,Dengue,39
2022-01,Kolkata,Malaria,25
2022-01,Kolkata,Cholera,20
2022-01,Kolkata,Typhoid,23
2022-01,Kolkata,Tuberculosis,7
2022-01,Kolkata,Hepatitis A,3
2022-01,Pune,Dengue,33
2022-01,Pune,Malaria,9
2022-01,Pune,Cholera,7
2022-01,Pune,Typhoid,9
2022-01,Pune,Tuberculosis,6
2022-01,Pune,Hepatitis A,18
2022-01,Jaipur,Dengue,9
2022-01,Jaipur,Malaria,12
2022-01,Jaipur,Cholera,11
2022-01,Jaipur,Typhoid,28
2022-01,Jaipur,Tuberculosis,24
2022-01,Jaipur,Hepatitis A,15
2022-01,Lucknow,Dengue,15
2022-01,Lucknow,Malaria,25
2022-01,Lucknow,Cholera,23
2022-01,Lucknow,Typhoid,25
2022-01,Lucknow,Tuberculosis,14
2022-01,Lucknow,Hepatitis A,11
2022-02,Mumbai,Dengue,15
2022-02,Mumbai,Malaria,14
2022-02,Mumbai,Cholera,25
2022-02,Mumbai,Typhoid,7
2022-02,Mumbai,Tuberculosis,6
2022-02,Mumbai,Hepatitis A,15
2022-02,Delhi,Dengue,31
2022-02,Delhi,Malaria,21
2022-02,Delhi,Cholera,20
2022-02,Delhi,Typhoid,28
2022-02,Delhi,Tuberculosis,10
2022-02,Delhi,Hepatitis A,5
2022-02,Bengaluru,Dengue,30
2022-02,Bengaluru,Malaria,24
2022-02,Bengaluru,Cholera,5
2022-02,Bengaluru,Typhoid,20
2022-02,Bengaluru,Tuberculosis,3
2022-02,Bengaluru,Hepatitis A,22
2022-02,Hyderabad,Dengue,12
2022-02,Hyderabad,Malaria,5
2022-02,Hyderabad,Cholera,9
2022-02,Hyderabad,Typhoid,21
2022-02,Hyderabad,Tuberculosis,23
2022-02,Hyderabad,Hepatitis A,22
2022-02,Ahmedabad,Dengue,13
2022-02,Ahmedabad,Malaria,2
2022-02,Ahmedabad,Cholera,23
2022-02,Ahmedabad,Typhoid,7
2022-02,Ahmedabad,Tuberculosis,7
2022-02,Ahmedabad,Hepatitis A,5
2022-02,Chennai,Dengue,22
2022-02,Chennai,Malaria,14
2022-02,Chennai,Cholera,17
2022-02,Chennai,Typhoid,13
2022-02,Chennai,Tuberculosis,7
2022-02,Chennai,Hepatitis A,9
2022-02,Kolkata,Dengue,5
2022-02,Kolkata,Malaria,8
2022-02,Kolkata,Cholera,28
2022-02,Kolkata,Typhoid,21
2022-02,Kolkata,Tuberculosis,8
2022-02,Kolkata,Hepatitis A,28
2022-02,Pune,Dengue,29
2022-02,Pune,Malaria,26
2022-02,Pune,Cholera,12
2022-02,Pune,Typhoid,11
2022-02,Pune,Tuberculosis,13
2022-02,Pune,Hepatitis A,34
2022-02,Jaipur,Dengue,3
2022-02,Jaipur,Malaria,5
2022-02,Jaipur,Cholera,10
2022-02,Jaipur,Typhoid,23
2022-02,Jaipur,Tuberculosis,19
2022-02,Jaipur,Hepatitis A,12
2022-02,Lucknow,Dengue,19
2022-02,Lucknow,Malaria,29
2022-02,Lucknow,Cholera,9
2022-02,Lucknow,Typhoid,3
2022-02,Lucknow,Tuberculosis,16
2022-02,Lucknow,Hepatitis A,9
2022-03,Mumbai,Dengue,37
2022-03,Mumbai,Malaria,12
2022-03,Mumbai,Cholera,20
2022-03,Mumbai,Typhoid,21
2022-03,Mumbai,Tuberculosis,24
2022-03,Mumbai,Hepatitis A,32
2022-03,Delhi,Dengue,19
2022-03,Delhi,Malaria,7
2022-03,Delhi,Cholera,18
2022-03,Delhi,Typhoid,9
2022-03,Delhi,Tuberculosis,22
2022-03,Delhi,Hepatitis A,16
2022-03,Bengaluru,Dengue,26
2022-03,Bengaluru,Malaria,16
2022-03,Bengaluru,Cholera,23
2022-03,Bengaluru,Typhoid,8
2022-03,Bengaluru,Tuberculosis,30
2022-03,Bengaluru,Hepatitis A,28
2022-03,Hyderabad,Dengue,5
2022-03,Hyderabad,Malaria,17
2022-03,Hyderabad,Cholera,11
2022-03,Hyderabad,Typhoid,7
2022-03,Hyderabad,Tuberculosis,24
2022-03,Hyderabad,Hepatitis A,16
2022-03,Ahmedabad,Dengue,7
2022-03,Ahmedabad,Malaria,11
2022-03,Ahmedabad,Cholera,17
2022-03,Ahmedabad,Typhoid,17
2022-03,Ahmedabad,Tuberculosis,31
2022-03,Ahmedabad,Hepatitis A,25
2022-03,Chennai,Dengue,9
2022-03,Chennai,Malaria,24
2022-03,Chennai,Cholera,10
2022-03,Chennai,Typhoid,24
2022-03,Chennai,Tuberculosis,25
2022-03,Chennai,Hepatitis A,18
2022-03,Kolkata,Dengue,10
2022-03,Kolkata,Malaria,8
2022-03,Kolkata,Cholera,13
2022-03,Kolkata,Typhoid,27
2022-03,Kolkata,Tuberculosis,7
2022-03,Kolkata,Hepatitis A,20
2022-03,Pune,Dengue,21
2022-03,Pune,Malaria,17
2022-03,Pune,Cholera,4
2022-03,Pune,Typhoid,28
2022-03,Pune,Tuberculosis,26
2022-03,Pune,Hepatitis A,9
2022-03,Jaipur,Dengue,16
2022-03,Jaipur,Malaria,17
2022-03,Jaipur,Cholera,12
2022-03,Jaipur,Typhoid,17
2022-03,Jaipur,Tuberculosis,24
2022-03,Jaipur,Hepatitis A,14
2022-03,Lucknow,Dengue,32
2022-03,Lucknow,Malaria,13
2022-03,Lucknow,Cholera,31
2022-03,Lucknow,Typhoid,13
2022-03,Lucknow,Tuberculosis,8
2022-03,Lucknow,Hepatitis A,16
2022-04,Mumbai,Dengue,20
2022-04,Mumbai,Malaria,22
2022-04,Mumbai,Cholera,19
2022-04,Mumbai,Typhoid,8
2022-04,Mumbai,Tuberculosis,11
2022-04,Mumbai,Hepatitis A,32
2022-04,Delhi,Dengue,15
2022-04,Delhi,Malaria,22
2022-04,Delhi,Cholera,23
2022-04,Delhi,Typhoid,17
2022-04,Delhi,Tuberculosis,16
2022-04,Delhi,Hepatitis A,9
2022-04,Bengaluru,Dengue,14
2022-04,Bengaluru,Malaria,12
2022-04,Bengaluru,Cholera,13
2022-04,Bengaluru,Typhoid,27
2022-04,Bengaluru,Tuberculosis,17
2022-04,Bengaluru,Hepatitis A,22
2022-04,Hyderabad,Dengue,19
2022-04,Hyderabad,Malaria,9
2022-04,Hyderabad,Cholera,21
2022-04,Hyderabad,Typhoid,11
2022-04,Hyderabad,Tuberculosis,5
2022-04,Hyderabad,Hepatitis A,15
2022-04,Ahmedabad,Dengue,6
2022-04,Ahmedabad,Malaria,13
2022-04,Ahmedabad,Cholera,6
2022-04,Ahmedabad,Typhoid,4
2022-04,Ahmedabad,Tuberculosis,38
2022-04,Ahmedabad,Hepatitis A,21
2022-04,Chennai,Dengue,8
2022-04,Chennai,Malaria,23
2022-04,Chennai,Cholera,30
2022-04,Chennai,Typhoid,21
2022-04,Chennai,Tuberculosis,18
2022-04,Chennai,Hepatitis A,11
2022-04,Kolkata,Dengue,16
2022-04,Kolkata,Malaria,27
2022-04,Kolkata,Cholera,27
2022-04,Kolkata,Typhoid,29
2022-04,Kolkata,Tuberculosis,28
2022-04,Kolkata,Hepatitis A,13
2022-04,Pune,Dengue,5
2022-04,Pune,Malaria,14
2022-04,Pune,Cholera,23
2022-04,Pune,Typhoid,13
2022-04,Pune,Tuberculosis,12
2022-04,Pune,Hepatitis A,32
2022-04,Jaipur,Dengue,13
2022-04,Jaipur,Malaria,16
2022-04,Jaipur,Cholera,18
2022-04,Jaipur,Typhoid,11
2022-04,Jaipur,Tuberculosis,19
2022-04,Jaipur,Hepatitis A,3
2022-04,Lucknow,Dengue,10
2022-04,Lucknow,Malaria,18
2022-04,Lucknow,Cholera,10
2022-04,Lucknow,Typhoid,23
2022-04,Lucknow,Tuberculosis,6
2022-04,Lucknow,Hepatitis A,7
2022-05,Mumbai,Dengue,35
2022-05,Mumbai,Malaria,39
2022-05,Mumbai,Cholera,4
2022-05,Mumbai,Typhoid,29
2022-05,Mumbai,Tuberculosis,16
2022-05,Mumbai,Hepatitis A,18
2022-05,Delhi,Dengue,8
2022-05,Delhi,Malaria,7
2022-05,Delhi,Cholera,4
2022-05,Delhi,Typhoid,31
2022-05,Delhi,Tuberculosis,22
2022-05,Delhi,Hepatitis A,10
2022-05,Bengaluru,Dengue,11
2022-05,Bengaluru,Malaria,14
2022-05,Bengaluru,Cholera,18
2022-05,Bengaluru,Typhoid,22
2022-05,Bengaluru,Tuberculosis,7
2022-05,Bengaluru,Hepatitis A,15
2022-05,Hyderabad,Dengue,7
2022-05,Hyderabad,Malaria,3
2022-05,Hyderabad,Cholera,16
2022-05,Hyderabad,Typhoid,12
2022-05,Hyderabad,Tuberculosis,21
2022-05,Hyderabad,Hepatitis A,27
2022-05,Ahmedabad,Dengue,7
2022-05,Ahmedabad,Malaria,19
2022-05,Ahmedabad,Cholera,24
2022-05,Ahmedabad,Typhoid,27
2022-05,Ahmedabad,Tuberculosis,23
2022-05,Ahmedabad,Hepatitis A,12
2022-05,Chennai,Dengue,8
2022-05,Chennai,Malaria,3
2022-05,Chennai,Cholera,7
2022-05,Chennai,Typhoid,13
2022-05,Chennai,Tuberculosis,13
2022-05,Chennai,Hepatitis A,32
2022-05,Kolkata,Dengue,12
2022-05,Kolkata,Malaria,17
2022-05,Kolkata,Cholera,34
2022-05,Kolkata,Typhoid,20
2022-05,Kolkata,Tuberculosis,9
2022-05,Kolkata,Hepatitis A,9
2022-05,Pune,Dengue,18
2022-05,Pune,Malaria,17
2022-05,Pune,Cholera,30
2022-05,Pune,Typhoid,18
2022-05,Pune,Tuberculosis,30
2022-05,Pune,Hepatitis A,23
2022-05,Jaipur,Dengue,14
2022-05,Jaipur,Malaria,19
2022-05,Jaipur,Cholera,6
2022-05,Jaipur,Typhoid,30
2022-05,Jaipur,Tuberculosis,10
2022-05,Jaipur,Hepatitis A,23
2022-05,Lucknow,Dengue,12
2022-05,Lucknow,Malaria,23
2022-05,Lucknow,Cholera,30
2022-05,Lucknow,Typhoid,16
2022-05,Lucknow,Tuberculosis,12
2022-05,Lucknow,Hepatitis A,8
2022-06,Mumbai,Dengue,11
2022-06,Mumbai,Malaria,23
2022-06,Mumbai,Cholera,11
2022-06,Mumbai,Typhoid,17
2022-06,Mumbai,Tuberculosis,13
2022-06,Mumbai,Hepatitis A,8
2022-06,Delhi,Dengue,27
2022-06,Delhi,Malaria,17
2022-06,Delhi,Cholera,11
2022-06,Delhi,Typhoid,11
2022-06,Delhi,Tuberculosis,25
2022-06,Delhi,Hepatitis A,8
2022-06,Bengaluru,Dengue,7
2022-06,Bengaluru,Malaria,23
2022-06,Bengaluru,Cholera,12
2022-06,Bengaluru,Typhoid,25
2022-06,Bengaluru,Tuberculosis,32
2022-06,Bengaluru,Hepatitis A,5
2022-06,Hyderabad,Dengue,12
2022-06,Hyderabad,Malaria,19
2022-06,Hyderabad,Cholera,13
2022-06,Hyderabad,Typhoid,18
2022-06,Hyderabad,Tuberculosis,6
2022-06,Hyderabad,Hepatitis A,10
2022-06,Ahmedabad,Dengue,10
2022-06,Ahmedabad,Malaria,10
2022-06,Ahmedabad,Cholera,21
2022-06,Ahmedabad,Typhoid,20
2022-06,Ahmedabad,Tuberculosis,15
2022-06,Ahmedabad,Hepatitis A,2
2022-06,Chennai,Dengue,20
2022-06,Chennai,Malaria,36
2022-06,Chennai,Cholera,18
2022-06,Chennai,Typhoid,40
2022-06,Chennai,Tuberculosis,28
2022-06,Chennai,Hepatitis A,25
2022-06,Kolkata,Dengue,14
2022-06,Kolkata,Malaria,4
2022-06,Kolkata,Cholera,17
2022-06,Kolkata,Typhoid,11
2022-06,Kolkata,Tuberculosis,26
2022-06,Kolkata,Hepatitis A,27
2022-06,Pune,Dengue,11
2022-06,Pune,Malaria,18
2022-06,Pune,Cholera,3
2022-06,Pune,Typhoid,28
2022-06,Pune,Tuberculosis,12
2022-06,Pune,Hepatitis A,26
2022-06,Jaipur,Dengue,28
2022-06,Jaipur,Malaria,28
2022-06,Jaipur,Cholera,8
2022-06,Jaipur,Typhoid,20
2022-06,Jaipur,Tuberculosis,12
2022-06,Jaipur,Hepatitis A,17
2022-06,Lucknow,Dengue,31
2022-06,Lucknow,Malaria,27
2022-06,Lucknow,Cholera,20
2022-06,Lucknow,Typhoid,9
2022-06,Lucknow,Tuberculosis,11
2022-06,Lucknow,Hepatitis A,38
2022-07,Mumbai,Dengue,6
2022-07,Mumbai,Malaria,4
2022-07,Mumbai,Cholera,17
2022-07,Mumbai,Typhoid,26
2022-07,Mumbai,Tuberculosis,5
2022-07,Mumbai,Hepatitis A,18
2022-07,Delhi,Dengue,8
2022-07,Delhi,Malaria,22
2022-07,Delhi,Cholera,7
2022-07,Delhi,Typhoid,16
2022-07,Delhi,Tuberculosis,15
2022-07,Delhi,Hepatitis A,9
2022-07,Bengaluru,Dengue,7
2022-07,Bengaluru,Malaria,8
2022-07,Bengaluru,Cholera,32
2022-07,Bengaluru,Typhoid,24
2022-07,Bengaluru,Tuberculosis,35
2022-07,Bengaluru,Hepatitis A,5
2022-07,Hyderabad,Dengue,12
2022-07,Hyderabad,Malaria,22
2022-07,Hyderabad,Cholera,7
2022-07,Hyderabad,Typhoid,4
2022-07,Hyderabad,Tuberculosis,12
2022-07,Hyderabad,Hepatitis A,7
2022-07,Ahmedabad,Dengue,11
2022-07,Ahmedabad,Malaria,16
2022-07,Ahmedabad,Cholera,19
2022-07,Ahmedabad,Typhoid,38
2022-07,Ahmedabad,Tuberculosis,22
2022-07,Ahmedabad,Hepatitis A,7
2022-07,Chennai,Dengue,14
2022-07,Chennai,Malaria,26
2022-07,Chennai,Cholera,31
2022-07,Chennai,Typhoid,23
2022-07,Chennai,Tuberculosis,8
2022-07,Chennai,Hepatitis A,15
2022-07,Kolkata,Dengue,20
2022-07,Kolkata,Malaria,18
2022-07,Kolkata,Cholera,21
2022-07,Kolkata,Typhoid,25
2022-07,Kolkata,Tuberculosis,25
2022-07,Kolkata,Hepatitis A,23
2022-07,Pune,Dengue,16
2022-07,Pune,Malaria,17
2022-07,Pune,Cholera,4
2022-07,Pune,Typhoid,7
2022-07,Pune,Tuberculosis,20
2022-07,Pune,Hepatitis A,28
2022-07,Jaipur,Dengue,21
2022-07,Jaipur,Malaria,27
2022-07,Jaipur,Cholera,25
2022-07,Jaipur,Typhoid,9
2022-07,Jaipur,Tuberculosis,17
2022-07,Jaipur,Hepatitis A,28
2022-07,Lucknow,Dengue,6
2022-07,Lucknow,Malaria,5
2022-07,Lucknow,Cholera,7
2022-07,Lucknow,Typhoid,8
2022-07,Lucknow,Tuberculosis,27
2022-07,Lucknow,Hepatitis A,25
2022-08,Mumbai,Dengue,14
2022-08,Mumbai,Malaria,14
2022-08,Mumbai,Cholera,13
2022-08,Mumbai,Typhoid,17
2022-08,Mumbai,Tuberculosis,18
2022-08,Mumbai,Hepatitis A,24
2022-08,Delhi,Dengue,4
2022-08,Delhi,Malaria,25
2022-08,Delhi,Cholera,25
2022-08,Delhi,Typhoid,14
2022-08,Delhi,Tuberculosis,17
2022-08,Delhi,Hepatitis A,18
2022-08,Bengaluru,Dengue,23
2022-08,Bengaluru,Malaria,9
2022-08,Bengaluru,Cholera,32
2022-08,Bengaluru,Typhoid,28
2022-08,Bengaluru,Tuberculosis,14
2022-08,Bengaluru,Hepatitis A,12
2022-08,Hyderabad,Dengue,5
2022-08,Hyderabad,Malaria,11
2022-08,Hyderabad,Cholera,27
2022-08,Hyderabad,Typhoid,24
2022-08,Hyderabad,Tuberculosis,8
2022-08,Hyderabad,Hepatitis A,7
2022-08,Ahmedabad,Dengue,5
2022-08,Ahmedabad,Malaria,19
2022-08,Ahmedabad,Cholera,7
2022-08,Ahmedabad,Typhoid,31
2022-08,Ahmedabad,Tuberculosis,31
2022-08,Ahmedabad,Hepatitis A,5
2022-08,Chennai,Dengue,10
2022-08,Chennai,Malaria,11
2022-08,Chennai,Cholera,37
2022-08,Chennai,Typhoid,27
2022-08,Chennai,Tuberculosis,7
2022-08,Chennai,Hepatitis A,15
2022-08,Kolkata,Dengue,17
2022-08,Kolkata,Malaria,23
2022-08,Kolkata,Cholera,29
2022-08,Kolkata,Typhoid,38
2022-08,Kolkata,Tuberculosis,21
2022-08,Kolkata,Hepatitis A,26
2022-08,Pune,Dengue,25
2022-08,Pune,Malaria,26
2022-08,Pune,Cholera,13
2022-08,Pune,Typhoid,22
2022-08,Pune,Tuberculosis,8
2022-08,Pune,Hepatitis A,14
2022-08,Jaipur,Dengue,24
2022-08,Jaipur,Malaria,8
2022-08,Jaipur,Cholera,7
2022-08,Jaipur,Typhoid,16
2022-08,Jaipur,Tuberculosis,6
2022-08,Jaipur,Hepatitis A,2
2022-08,Lucknow,Dengue,7
2022-08,Lucknow,Malaria,1
2022-08,Lucknow,Cholera,14
2022-08,Lucknow,Typhoid,26
2022-08,Lucknow,Tuberculosis,14
2022-08,Lucknow,Hepatitis A,12
2022-09,Mumbai,Dengue,19
2022-09,Mumbai,Malaria,13
2022-09,Mumbai,Cholera,10
2022-09,Mumbai,Typhoid,34
2022-09,Mumbai,Tuberculosis,4
2022-09,Mumbai,Hepatitis A,14
2022-09,Delhi,Dengue,2
2022-09,Delhi,Malaria,26
2022-09,Delhi,Cholera,13
2022-09,Delhi,Typhoid,20
2022-09,Delhi,Tuberculosis,12
2022-09,Delhi,Hepatitis A,17
2022-09,Bengaluru,Dengue,9
2022-09,Bengaluru,Malaria,12
2022-09,Bengaluru,Cholera,21
2022-09,Bengaluru,Typhoid,14
2022-09,Bengaluru,Tuberculosis,37
2022-09,Bengaluru,Hepatitis A,14
2022-09,Hyderabad,Dengue,31
2022-09,Hyderabad,Malaria,10
2022-09,Hyderabad,Cholera,32
2022-09,Hyderabad,Typhoid,18
2022-09,Hyderabad,Tuberculosis,7
2022-09,Hyderabad,Hepatitis A,15
2022-09,Ahmedabad,Dengue,12
2022-09,Ahmedabad,Malaria,20
2022-09,Ahmedabad,Cholera,25
2022-09,Ahmedabad,Typhoid,22
2022-09,Ahmedabad,Tuberculosis,10
2022-09,Ahmedabad,Hepatitis A,25
2022-09,Chennai,Dengue,19
2022-09,Chennai,Malaria,27
2022-09,Chennai,Cholera,26
2022-09,Chennai,Typhoid,8
2022-09,Chennai,Tuberculosis,9
2022-09,Chennai,Hepatitis A,10
2022-09,Kolkata,Dengue,7
2022-09,Kolkata,Malaria,10
2022-09,Kolkata,Cholera,11
2022-09,Kolkata,Typhoid,35
2022-09,Kolkata,Tuberculosis,9
2022-09,Kolkata,Hepatitis A,16
2022-09,Pune,Dengue,8
2022-09,Pune,Malaria,23
2022-09,Pune,Cholera,17
2022-09,Pune,Typhoid,15
2022-09,Pune,Tuberculosis,24
2022-09,Pune,Hepatitis A,11
2022-09,Jaipur,Dengue,6
2022-09,Jaipur,Malaria,7
2022-09,Jaipur,Cholera,11
2022-09,Jaipur,Typhoid,23
2022-09,Jaipur,Tuberculosis,18
2022-09,Jaipur,Hepatitis A,4
2022-09,Lucknow,Dengue,17
2022-09,Lucknow,Malaria,17
2022-09,Lucknow,Cholera,31
2022-09,Lucknow,Typhoid,9
2022-09,Lucknow,Tuberculosis,20
2022-09,Lucknow,Hepatitis A,16
2022-10,Mumbai,Dengue,12
2022-10,Mumbai,Malaria,32
2022-10,Mumbai,Cholera,17
2022-10,Mumbai,Typhoid,17
2022-10,Mumbai,Tuberculosis,23
2022-10,Mumbai,Hepatitis A,11
2022-10,Delhi,Dengue,8
2022-10,Delhi,Malaria,8
2022-10,Delhi,Cholera,21
2022-10,Delhi,Typhoid,31
2022-10,Delhi,Tuberculosis,4
2022-10,Delhi,Hepatitis A,11
2022-10,Bengaluru,Dengue,12
2022-10,Bengaluru,Malaria,22
2022-10,Bengaluru,Cholera,20
2022-10,Bengaluru,Typhoid,17
2022-10,Bengaluru,Tuberculosis,21
2022-10,Bengaluru,Hepatitis A,13
2022-10,Hyderabad,Dengue,22
2022-10,Hyderabad,Malaria,19
2022-10,Hyderabad,Cholera,12
2022-10,Hyderabad,Typhoid,13
2022-10,Hyderabad,Tuberculosis,13
2022-10,Hyderabad,Hepatitis A,6
2022-10,Ahmedabad,Dengue,20
2022-10,Ahmedabad,Malaria,31
2022-10,Ahmedabad,Cholera,30
2022-10,Ahmedabad,Typhoid,33
2022-10,Ahmedabad,Tuberculosis,25
2022-10,Ahmedabad,Hepatitis A,13
2022-10,Chennai,Dengue,32
2022-10,Chennai,Malaria,22
2022-10,Chennai,Cholera,34
2022-10,Chennai,Typhoid,24
2022-10,Chennai,Tuberculosis,17
2022-10,Chennai,Hepatitis A,17
2022-10,Kolkata,Dengue,21
2022-10,Kolkata,Malaria,15
2022-10,Kolkata,Cholera,20
2022-10,Kolkata,Typhoid,16
2022-10,Kolkata,Tuberculosis,17
2022-10,Kolkata,Hepatitis A,12
2022-10,Pune,Dengue,10
2022-10,Pune,Malaria,8
2022-10,Pune,Cholera,4
2022-10,Pune,Typhoid,24
2022-10,Pune,Tuberculosis,5
2022-10,Pune,Hepatitis A,5
2022-10,Jaipur,Dengue,15
2022-10,Jaipur,Malaria,29
2022-10,Jaipur,Cholera,37
2022-10,Jaipur,Typhoid,28
2022-10,Jaipur,Tuberculosis,14
2022-10,Jaipur,Hepatitis A,17
2022-10,Lucknow,Dengue,7
2022-10,Lucknow,Malaria,12
2022-10,Lucknow,Cholera,23
2022-10,Lucknow,Typhoid,8
2022-10,Lucknow,Tuberculosis,8
2022-10,Lucknow,Hepatitis A,9
2022-11,Mumbai,Dengue,6
2022-11,Mumbai,Malaria,14
2022-11,Mumbai,Cholera,10
2022-11,Mumbai,Typhoid,11
2022-11,Mumbai,Tuberculosis,22
2022-11,Mumbai,Hepatitis A,15
2022-11,Delhi,Dengue,13
2022-11,Delhi,Malaria,14
2022-11,Delhi,Cholera,23
2022-11,Delhi,Typhoid,14
2022-11,Delhi,Tuberculosis,7
2022-11,Delhi,Hepatitis A,4
2022-11,Bengaluru,Dengue,29
2022-11,Bengaluru,Malaria,14
2022-11,Bengaluru,Cholera,27
2022-11,Bengaluru,Typhoid,4
2022-11,Bengaluru,Tuberculosis,19
2022-11,Bengaluru,Hepatitis A,28
2022-11,Hyderabad,Dengue,26
2022-11,Hyderabad,Malaria,30
2022-11,Hyderabad,Cholera,10
2022-11,Hyderabad,Typhoid,14
2022-11,Hyderabad,Tuberculosis,18
2022-11,Hyderabad,Hepatitis A,10
2022-11,Ahmedabad,Dengue,10
2022-11,Ahmedabad,Malaria,37
2022-11,Ahmedabad,Cholera,13
2022-11,Ahmedabad,Typhoid,34
2022-11,Ahmedabad,Tuberculosis,24
2022-11,Ahmedabad,Hepatitis A,10
2022-11,Chennai,Dengue,16
2022-11,Chennai,Malaria,23
2022-11,Chennai,Cholera,6
2022-11,Chennai,Typhoid,1
2022-11,Chennai,Tuberculosis,20
2022-11,Chennai,Hepatitis A,24
2022-11,Kolkata,Dengue,13
2022-11,Kolkata,Malaria,30
2022-11,Kolkata,Cholera,17
2022-11,Kolkata,Typhoid,30
2022-11,Kolkata,Tuberculosis,12
2022-11,Kolkata,Hepatitis A,11
2022-11,Pune,Dengue,11
2022-11,Pune,Malaria,24
2022-11,Pune,Cholera,4
2022-11,Pune,Typhoid,7
2022-11,Pune,Tuberculosis,26
2022-11,Pune,Hepatitis A,9
2022-11,Jaipur,Dengue,16
2022-11,Jaipur,Malaria,5
2022-11,Jaipur,Cholera,10
2022-11,Jaipur,Typhoid,33
2022-11,Jaipur,Tuberculosis,12
2022-11,Jaipur,Hepatitis A,29
2022-11,Lucknow,Dengue,8
2022-11,Lucknow,Malaria,11
2022-11,Lucknow,Cholera,22
2022-11,Lucknow,Typhoid,28
2022-11,Lucknow,Tuberculosis,33
2022-11,Lucknow,Hepatitis A,23
2022-12,Mumbai,Dengue,17
2022-12,Mumbai,Malaria,9
2022-12,Mumbai,Cholera,13
2022-12,Mumbai,Typhoid,27
2022-12,Mumbai,Tuberculosis,5
2022-12,Mumbai,Hepatitis A,10
2022-12,Delhi,Dengue,23
2022-12,Delhi,Malaria,26
2022-12,Delhi,Cholera,18
2022-12,Delhi,Typhoid,34
2022-12,Delhi,Tuberculosis,3
2022-12,Delhi,Hepatitis A,21
2022-12,Bengaluru,Dengue,28
2022-12,Bengaluru,Malaria,12
2022-12,Bengaluru,Cholera,11
2022-12,Bengaluru,Typhoid,24
2022-12,Bengaluru,Tuberculosis,16
2022-12,Bengaluru,Hepatitis A,29
2022-12,Hyderabad,Dengue,26
2022-12,Hyderabad,Malaria,32
2022-12,Hyderabad,Cholera,13
2022-12,Hyderabad,Typhoid,15
2022-12,Hyderabad,Tuberculosis,21
2022-12,Hyderabad,Hepatitis A,6
2022-12,Ahmedabad,Dengue,27
2022-12,Ahmedabad,Malaria,12
2022-12,Ahmedabad,Cholera,8
2022-12,Ahmedabad,Typhoid,14
2022-12,Ahmedabad,Tuberculosis,25
2022-12,Ahmedabad,Hepatitis A,4
2022-12,Chennai,Dengue,3
2022-12,Chennai,Malaria,20
2022-12,Chennai,Cholera,20
2022-12,Chennai,Typhoid,17
2022-12,Chennai,Tuberculosis,14
2022-12,Chennai,Hepatitis A,29
2022-12,Kolkata,Dengue,5
2022-12,Kolkata,Malaria,16
2022-12,Kolkata,Cholera,19
2022-12,Kolkata,Typhoid,4
2022-12,Kolkata,Tuberculosis,13
2022-12,Kolkata,Hepatitis A,13
2022-12,Pune,Dengue,12
2022-12,Pune,Malaria,15
2022-12,Pune,Cholera,14
2022-12,Pune,Typhoid,33
2022-12,Pune,Tuberculosis,18
2022-12,Pune,Hepatitis A,29
2022-12,Jaipur,Dengue,24
2022-12,Jaipur,Malaria,24
2022-12,Jaipur,Cholera,23
2022-12,Jaipur,Typhoid,24
2022-12,Jaipur,Tuberculosis,27
2022-12,Jaipur,Hepatitis A,33
2022-12,Lucknow,Dengue,40
2022-12,Lucknow,Malaria,6
2022-12,Lucknow,Cholera,28
2022-12,Lucknow,Typhoid,7
2022-12,Lucknow,Tuberculosis,10
2022-12,Lucknow,Hepatitis A,23
2023-01,Mumbai,Dengue,19
2023-01,Mumbai,Malaria,22
2023-01,Mumbai,Cholera,25
2023-01,Mumbai,Typhoid,28
2023-01,Mumbai,Tuberculosis,9
2023-01,Mumbai,Hepatitis A,17
2023-01,Delhi,Dengue,8
2023-01,Delhi,Malaria,30
2023-01,Delhi,Cholera,15
2023-01,Delhi,Typhoid,16
2023-01,Delhi,Tuberculosis,18
2023-01,Delhi,Hepatitis A,10
2023-01,Bengaluru,Dengue,33
2023-01,Bengaluru,Malaria,16
2023-01,Bengaluru,Cholera,22
2023-01,Bengaluru,Typhoid,6
2023-01,Bengaluru,Tuberculosis,29
2023-01,Bengaluru,Hepatitis A,18
2023-01,Hyderabad,Dengue,9
2023-01,Hyderabad,Malaria,17
2023-01,Hyderabad,Cholera,7
2023-01,Hyderabad,Typhoid,15
2023-01,Hyderabad,Tuberculosis,18
2023-01,Hyderabad,Hepatitis A,12
2023-01,Ahmedabad,Dengue,35
2023-01,Ahmedabad,Malaria,6
2023-01,Ahmedabad,Cholera,20
